Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time	Time_to_finish	Time_to_complete	100% Completed	Developer	Publisher
Castle Crashers	204360	Action, Adventure, Casual, Indie, RPG	2D, Online Co-Op, Funny, Beat 'em up, Hack and Slash, Co-op, Adventure, 4 Player Local, Local Co-Op, Multiplayer, Local Multiplayer, Action, Singleplayer, Medieval, Cartoony, Cute, Comedy, RPG, Arcade, Casual	96786	96.2866530283305	12.2	7	37	NA	The Behemoth	The Behemoth
DRAGON BALL FighterZ	678950	Action	Fighting, Anime, Action, 2D Fighter, Multiplayer, Local Multiplayer, Competitive, Controller, Singleplayer, Arcade, PvP, e-sports, Difficult, Fast-Paced, Spectacle fighter, Beat 'em up, Third Person, Adventure, Combat, Comic Book	58405	90.3518534372057	11.6	12	43	NA	Arc System Works	BANDAI NAMCO Entertainment
POSTAL 2	223470	Action, Adventure, Indie	Violent, Open World, First-Person, Dark Humor, Mature, Comedy, Funny, Sandbox, Third Person, Moddable, Gore, FPS, Action, Dark Comedy, Multiplayer, Shooter, Singleplayer, Classic, Adventure, Satire	79993	96.2909254559774	11.6	7	27	NA	Running With Scissors	Running With Scissors
Distance	233610	Action, Indie, Racing	Racing, Great Soundtrack, Futuristic, Multiplayer, Level Editor, Indie, Action, Atmospheric, Fast-Paced, Singleplayer, Cyberpunk, Arcade, Local Multiplayer, Sci-fi, Split Screen, Survival, Platformer, 4 Player Local, VR, Horror	6631	92.761272809531	12.6	2	18	NA	Refract	Refract
Genital Jousting	469820	Action, Indie	Sexual Content, Nudity, Action, Comedy, Multiplayer, NSFW, Indie, Funny, Memes, Mature, Local Multiplayer, Story Rich, Cute, Co-op, Great Soundtrack, Local Co-Op, Casual, Illuminati, Violent, Early Access	9389	91.9586750452657	11.4	2	6	X	Free Lives	Devolver Digital
Broken Sword 3 - the Sleeping Dragon	33610	Adventure	Adventure, Mystery, Point & Click, Puzzle, Singleplayer, Third Person, Atmospheric, Stealth, Female Protagonist, Quick-Time Events, Story Rich, Conspiracy, Retro, Action, 3D, Comedy, Funny, Sequel, Walking Simulator, 3D Platformer	621	57.0048309178744	11.3	10	10	NA	Revolution Software Ltd	Revolution Software Ltd
DuckTales Remastered	237630	Action, Adventure, Casual	Platformer, Adventure, Remake, Action, Retro, Casual, Classic, Great Soundtrack, Singleplayer, Cartoon, 2D, Family Friendly, Exploration, Difficult, Controller, Short, Nostalgia, Side Scroller, 2.5D, 2D Platformer	6226	87.3755220044973	11.2	4	11	X	WayForward	Capcom
Resident Evil Revelations	222480	Action, Adventure	Action, Horror, Zombies, Survival Horror, Third-Person Shooter, Adventure, Female Protagonist, Co-op, Third Person, Singleplayer, Online Co-Op, Multiplayer, Survival, Atmospheric, Shooter, Gore, Sci-fi, Great Soundtrack, Story Rich, FPS	11043	86.0364031513176	11.2	8	34	NA	Capcom	Capcom
Teslagrad	249590	Indie	Platformer, Puzzle, Indie, Metroidvania, 2D, Steampunk, Puzzle-Platformer, Singleplayer, Action, Adventure, Difficult, Exploration, Physics, Side Scroller, Retro, Atmospheric, Great Soundtrack, Cute, Nonlinear, Dark Fantasy	2296	85.191637630662	11.1	5	7	X	Rain Games	Rain Games
Hell Yeah!	205230	Action	Platformer, Action, 2D, Comedy, Singleplayer, Funny, Metroidvania, Gore, Adventure, Great Soundtrack, Side Scroller, Indie, Violent, Controller, Cute, Cartoony, Dark Humor, Difficult, Colorful	3547	85.6780377784043	10.8	7	10	X	Arkedo	SEGA
Super Daryl Deluxe	361230	Action, Indie, RPG	Action, Indie, RPG, Hand-drawn, Metroidvania, 2D, Singleplayer, Funny, Side Scroller, Great Soundtrack, Comedy, Adventure, Atmospheric, Controller, Co-op, Exploration, Crowdfunded, Story Rich, Colorful, Surreal	430	87.9069767441861	10.5	19	35	NA	Dan & Gary Games	Dan & Gary Games
Dead Island Definitive Edition	383150	Action	Zombies, Co-op, Open World, Multiplayer, Survival, Action, Gore, Horror, First-Person, FPS, Online Co-Op, Singleplayer, Crafting, RPG, Survival Horror, Adventure, Nudity, Violent, Controller, Female Protagonist	16982	81.8572606289012	10.5	17	51	NA	Techland	Deep Silver
Magicka	42910	Action, RPG	Comedy, Co-op, Action, Fantasy, Online Co-Op, Magic, RPG, Multiplayer, Adventure, Funny, Local Co-Op, 4 Player Local, Indie, Local Multiplayer, Difficult, Singleplayer, Team-Based, Action RPG, Arcade, Strategy	28947	88.5100355822711	10.3	10	45	NA	Arrowhead Game Studios	Paradox Interactive
Shovel Knight: Treasure Trove	250760	Action, Adventure, Indie	Platformer, Pixel Graphics, Retro, Great Soundtrack, Indie, 2D, Adventure, Action, Singleplayer, Difficult, Side Scroller, Kickstarter, Fantasy, Old School, Medieval, Funny, Arcade, Comedy, Metroidvania, RPG	14677	96.1299993186618	10.2	7	17	NA	Yacht Club Games	Yacht Club Games
Second Sight	11550	Action	Action, Third-Person Shooter, Classic, Stealth, Cult Classic, Story Rich, Psychological	150	82	10.2	9	14	NA	Free Radical Design	THQ Nordic
Football Manager 2017	482730	Simulation, Sports	Football (Soccer), Sports, Simulation, Football (American), Management, Strategy, Tactical, Multiplayer, Singleplayer, Casual, Action	11030	59.1477787851315	10.2	217	460	NA	Sports Interactive	SEGA
Comedy Night	665360	Casual, Indie, RPG, Simulation	Casual, Experimental, Comedy, Funny, Dark Humor, Dark Comedy, Immersive Sim, PvP, Cute, RPG, Life Sim, Character Customization, Third Person, Memes, Conversation, Atmospheric, Co-op, Simulation, Online Co-Op, Multiplayer	7987	74.9467885313635	10.1	1	8	NA	Lighthouse Games Studio	Lighthouse Games Studio
The Room Three	456750	Adventure, Indie	Puzzle, Mystery, Adventure, Point & Click, Indie, Atmospheric, Singleplayer, Hidden Object, Lovecraftian, Horror, Dark, Story Rich, Psychological Horror, Multiple Endings, Escape Room, First-Person, 3D, Co-op, Short, Multiplayer	9028	96.444395214887	10.0	5	6	X	Fireproof Games	Fireproof Games
Planescape: Torment: Enhanced Edition	466300	Adventure, RPG	RPG, Story Rich, CRPG, Isometric, Dark Fantasy, Choices Matter, Fantasy, Dungeons & Dragons, Adventure, Atmospheric, Philosophical, Singleplayer, Real-Time with Pause, Tactical RPG, Retro, Strategy, Action RPG, Action-Adventure, Dungeon Crawler, 2D	3577	94.9119373776908	10.0	32	63	NA	Beamdog	Beamdog
99 Spirits	258090	Adventure, Indie, RPG	RPG, Anime, Indie, Adventure, JRPG, Female Protagonist, Singleplayer, Visual Novel, Puzzle, Fantasy, Exploration, Turn-Based Strategy, 2D, Dark Fantasy, Medieval, Mythology, Turn-Based Combat, Quick-Time Events, Text-Based, Cute	389	59.1259640102828	9.9	13	27	NA	TORaIKI	Fruitbat Factory
Conan Exiles	440900	Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy	Survival, Open World, Building, Nudity, Open World Survival Craft, Crafting, Multiplayer, Sandbox, RPG, Massively Multiplayer, Action, Adventure, Online Co-Op, Exploration, Violent, Co-op, Singleplayer, Fantasy, Gore, PvP	87437	78.3855804750849	9.9	33	122	NA	Funcom	Funcom
Sherlock Holmes: The Devil's Daughter	350640	Action, Adventure	Adventure, Detective, Story Rich, Mystery, Puzzle, Crime, Thriller, Singleplayer, Third Person, Action, Atmospheric, Point & Click, Investigation, Choices Matter, First-Person, Action-Adventure, 3D, Casual, Controller, Multiplayer	12417	79.4314246597407	9.9	10	12	NA	Frogwares	Frogwares
Supraball	321400	Action, Casual, Free to Play, Indie, Sports	Sports, Football (Soccer), Multiplayer, Free to Play, First-Person, e-sports, Indie, Casual, Action, FPS, Early Access, Strategy, Co-op, Team-Based, Funny, Singleplayer, Controller, Competitive	3252	77.5830258302583	9.8	Sin registro de tiempo	Sin registro de tiempo	NA	Supra Games	Supra Games
Holy Potatoes! A Weapon Shop?!	363600	Indie, Simulation	Simulation, Management, Indie, Casual, Crafting, Funny, Singleplayer, RPG	1929	72.265422498704	9.6	11	27	NA	Daylight Studios	Daedalic Entertainment, Daylight Studios
Reign Of Kings	344760	Action, Adventure, Indie, RPG, Simulation	Open World Survival Craft, Survival, Open World, Medieval, Multiplayer, Crafting, Building, PvP, Sandbox, Adventure, Action, RPG, Online Co-Op, Gore, Realistic, Simulation, Co-op, Indie, Early Access, Dark Fantasy	14980	57.1895861148198	9.6	Sin registro de tiempo	Sin registro de tiempo	NA	Code}{atch	Code}{atch
Injustice: Gods Among Us Ultimate Edition	242700	Action	Fighting, Superhero, Action, Multiplayer, Comic Book, Local Multiplayer, Singleplayer, Controller, 2D Fighter, Beat 'em up, Arcade, 2.5D, Competitive, Story Rich, Atmospheric, 2D, 3D Vision, Great Soundtrack, Gore, Co-op	17736	85.8479927830401	9.6	5	25	NA	NetherRealm Studios, High Voltage Software	Warner Bros. Interactive Entertainment
Left 4 Dead 2	550	Action	Zombies, Co-op, FPS, Multiplayer, Shooter, Action, Online Co-Op, Survival, Horror, First-Person, Gore, Team-Based, Moddable, Survival Horror, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Replay Value, Tactical	698082	97.5031586547139	9.5	10	53	NA	Valve	Valve
Chaos on Deponia	220740	Adventure, Indie	Adventure, Point & Click, Comedy, Singleplayer, Indie, Puzzle, Funny, Story Rich, Great Soundtrack, 2D, Escape Room, Dark Humor, Hand-drawn, Steampunk, Retro, Classic, Sci-fi, Atmospheric	2385	90.8176100628931	9.4	10	13	NA	Daedalic Entertainment	Daedalic Entertainment
GRID Autosport	255220	Racing, Sports	Racing, Automobile Sim, Sports, Simulation, Driving, Multiplayer, Arcade, Split Screen, Singleplayer, Controller, Realistic, Action, Co-op, Local Multiplayer, Atmospheric, Great Soundtrack, Touch-Friendly, VR, Adventure, Open World	8491	77.7293604993523	9.4	33	159	NA	Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)	Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)
Resident Evil 7 Biohazard	418370	Action, Adventure	Horror, Survival Horror, First-Person, Singleplayer, Atmospheric, Zombies, Gore, Psychological Horror, Action, Violent, Survival, Adventure, Story Rich, Puzzle, VR, FPS, Multiplayer, Exploration, Shooter, Classic	66879	94.8877824130145	9.4	9	24	NA	CAPCOM Co., Ltd.	CAPCOM Co., Ltd.
Worms W.M.D	327030	Action, Strategy	Strategy, Multiplayer, Action, Turn-Based Strategy, Funny, Local Multiplayer, 2D, Turn-Based, Co-op, Shooter, Comedy, Singleplayer, Classic, Memes, Local Co-Op, Casual, Platformer, War, Adventure, Gore	9292	84.5243219974171	9.4	14	41	NA	Team17	Team17
Deponia	214340	Adventure, Indie	Adventure, Point & Click, Comedy, Puzzle, Singleplayer, Funny, Indie, Story Rich, 2D, Dark Humor, Great Soundtrack, Hand-drawn, Escape Room, Steampunk, Classic, Retro, Sci-fi, Dystopian , Cult Classic, Hidden Object	10890	87.8236914600551	9.3	8	10	NA	Daedalic Entertainment	Daedalic Entertainment
Solo	591750	Adventure, Indie	Adventure, Indie, Puzzle, Atmospheric, Story Rich, Choices Matter, Cute, Narrative, Singleplayer	90	86.6666666666667	9.2	3	6	X	Team Gotham	Team Gotham
Dead Rising	427190	Action, Adventure	Zombies, Action, Adventure, Singleplayer, Open World, Third Person, Survival, Gore, Classic, Funny, Sandbox, Horror, Survival Horror, Great Soundtrack, Comedy, Difficult, Memes, Nudity, Beat 'em up, Multiplayer	4465	88.5330347144457	9.2	12	76	NA	Capcom	Capcom
Sonic & All-Stars Racing Transformed Collection	212480	Racing, Sports	Racing, Local Multiplayer, Multiplayer, Great Soundtrack, Local Co-Op, Sports, Split Screen, Arcade, Replay Value, 4 Player Local, Controller, Online Co-Op, Family Friendly, Singleplayer, Colorful, Action, Fast-Paced, Co-op, Adventure, Touch-Friendly	15377	93.9715159003707	9.1	7	43	NA	Sumo Digital	SEGA
Football Manager 2016	378120	Simulation, Sports	Sports, Simulation, Management, Soccer, Football, Strategy, Tactical, Singleplayer, Multiplayer, Free to Play	5346	68.4062850729517	9.1	271	1083	NA	SPORTS INTERACTIVE	SEGA
Crash Bandicoot™ N. Sane Trilogy	731490	Action	3D Platformer, Remake, Classic, Platformer, Singleplayer, Difficult, Adventure, Great Soundtrack, Action, Funny, Cartoony, Colorful, Controller, Family Friendly, Retro, 1990's, Comedy, Third Person, Nostalgia, Cute	14069	92.9063899353188	9.1	15	44	NA	Vicarious Visions, Iron Galaxy	Activision
The Sims™ 3	47890	Simulation	Life Sim, Simulation, Character Customization, Building, Sandbox, Singleplayer, Casual, Funny, Moddable, RPG, Romance, Family Friendly, Comedy, Adventure, Replay Value, Multiplayer, Nudity, Great Soundtrack, Strategy, Action	28545	86.5370467682606	9.0	51	177	NA	The Sims Studio	Electronic Arts
Gauntlet™ 	258970	Action, Adventure, RPG	Co-op, Dungeon Crawler, Hack and Slash, Local Co-Op, Action, RPG, Multiplayer, Adventure, Top-Down, 4 Player Local, Arcade, Online Co-Op, Remake, Fantasy, Classic, Local Multiplayer, Action RPG, Isometric, Old School, Casual	8788	80.8602639963587	9.0	6	31	NA	Arrowhead Game Studios	WB Games
8-Bit Adventures 1: The Forgotten Journey Remastered Edition	370300	Adventure, Indie, RPG	RPG, Adventure, Indie, RPGMaker, Pixel Graphics, JRPG, 2D, Singleplayer, Turn-Based Combat, Turn-Based, Fantasy, Great Soundtrack, Soundtrack, Party-Based RPG	116	82.7586206896552	8.9	0	12	NA	Critical Games	Critical Games
Soul Axiom	279900	Adventure, Indie	Adventure, Indie, Cyberpunk, Puzzle, Sci-fi, Exploration, Mystery, Atmospheric, Fantasy, Thriller, First-Person	243	72.4279835390947	8.9	13	16	NA	Wales Interactive	Wales Interactive
GRIS	683320	Adventure, Indie	Beautiful, Atmospheric, Great Soundtrack, Indie, Female Protagonist, Adventure, Hand-drawn, Singleplayer, Platformer, 2D, Relaxing, Story Rich, Puzzle, Colorful, Puzzle-Platformer, Surreal, Casual, Exploration, Walking Simulator, Anime	60372	96.6110117272908	8.9	4	6	X	Nomada Studio	Devolver Digital
Turok 2: Seeds of Evil	405830	Action, Adventure	FPS, Action, Classic, Dinosaurs, Gore, Violent, Adventure, Multiplayer, Singleplayer, Great Soundtrack, Shooter, 1990's, Sci-fi, Split Screen, First-Person, Retro, Aliens, Local Multiplayer, Difficult, 4 Player Local	2014	92.2045680238332	8.8	11	16	NA	Iguana Entertainment, Nightdive Studios	Nightdive Studios
Abyss Odyssey	255070	Action, Adventure, Indie	Action, Action Roguelike, Roguevania, Platformer, Indie, Adventure, Side Scroller, Co-op, Female Protagonist, Rogue-like, 2D, Metroidvania, Beat 'em up, Local Co-Op, Fighting, Hack and Slash, Fantasy, RPG, Rogue-lite, Singleplayer	2443	62.5460499386001	8.8	4	18	NA	ACE Team	SEGA
Call of Duty: Black Ops III	311210	Action, Adventure	Multiplayer, FPS, Zombies, Shooter, Action, First-Person, Singleplayer, Co-op, Futuristic, Illuminati, Hero Shooter, Robots, Sci-fi, Gore, Great Soundtrack, Story Rich, Atmospheric, Parkour, Quick-Time Events, Simulation	154368	81.4689572968491	8.7	9	75	NA	Treyarch, Aspyr (Mac)	Activision, Aspyr (Mac)
Sid Meier's Civilization VI	289070	Strategy	Strategy, Turn-Based Strategy, Multiplayer, Historical, Singleplayer, Turn-Based, Grand Strategy, 4X, War, Simulation, City Builder, Tactical, Building, Management, Great Soundtrack, Moddable, Online Co-Op, Co-op, Hex Grid, Atmospheric	250279	84.4809192940678	8.6	22	293	NA	Firaxis Games, Aspyr (Mac), Aspyr (Linux)	2K, Aspyr (Mac), Aspyr (Linux)
Blade Symphony	225600	Action, Indie	Action, Fighting, Indie, Multiplayer, Swordplay, Competitive, Third Person, Hack and Slash, Ninja, Parkour, Sci-fi, PvP, Strategy, Early Access, Tactical, Kickstarter, Fantasy, Great Soundtrack, Adventure, Free to Play	4724	65.8340389500423	8.6	0	1	NA	Puny Human	Puny Human
Lost Ark	1599340	Action, Adventure, Free to Play, Massively Multiplayer, RPG	MMORPG, Free to Play, Action RPG, Multiplayer, RPG, Hack and Slash, Action, Massively Multiplayer, Adventure, Character Customization, PvP, Fantasy, PvE, Sexual Content, Isometric, Online Co-Op, Class-Based, Violent, Gore, Singleplayer	187132	72.3259517346045	8.6	37	799	NA	Smilegate RPG	Amazon Games
Serious Sam 3: BFE	41070	Action, Indie	FPS, Action, Co-op, Gore, Comedy, Online Co-Op, Aliens, First-Person, Shooter, Multiplayer, Old School, Local Co-Op, Indie, Split Screen, Difficult, Funny, Singleplayer, Sci-fi, Adventure, Local Multiplayer	25497	88.4182452837589	8.6	10	26	NA	Croteam	Devolver Digital
Little Nightmares	424840	Adventure	Horror, Atmospheric, Adventure, Singleplayer, Dark, Puzzle-Platformer, Puzzle, Indie, Story Rich, Stealth, Platformer, Psychological Horror, Great Soundtrack, Third Person, Survival Horror, 2.5D, Short, Female Protagonist, Action, Strategy	85791	94.7185602219347	8.6	4	7	NA	Tarsier Studios	BANDAI NAMCO Entertainment
Angry Birds Space	210550	Casual	Casual, Physics, Puzzle, Touch-Friendly, Singleplayer, Family Friendly, Space, 2D, Free to Play, Indie, Action, Horror	519	90.3660886319846	8.5	5	17	NA	Rovio Entertainment Ltd	Rovio Entertainment Ltd
OVERKILL's The Walking Dead	717690	Action	Zombies, Co-op, Action, Multiplayer, FPS, Survival, Post-apocalyptic, Survival Horror, Violent, First-Person, Online Co-Op, Horror, Singleplayer, Gore, Shooter, Open World, Team-Based, Adventure, Nudity, Story Rich	7497	51.6206482593037	8.5	9	31	NA	OVERKILL - a Starbreeze Studio.	Starbreeze Publishing AB
Citizens of Earth	258910	RPG	RPG, Comedy, Turn-Based, Singleplayer, Cartoony, 2D, Indie, Retro, JRPG	383	75.9791122715405	8.3	14	34	NA	Eden Industries	SEGA
Dragon's Dogma: Dark Arisen	367500	Action, Adventure, RPG	RPG, Open World, Character Customization, Action, Fantasy, Adventure, Singleplayer, Action RPG, Dragons, Third Person, Dark Fantasy, Magic, Exploration, Atmospheric, Great Soundtrack, Story Rich, Difficult, JRPG, Multiplayer, Hack and Slash	31524	89.8743814236772	8.2	34	109	NA	Capcom	Capcom
Pillars of Eternity	291650	RPG	RPG, Fantasy, Isometric, Story Rich, Singleplayer, CRPG, Party-Based RPG, Real-Time with Pause, Adventure, Kickstarter, Character Customization, Atmospheric, Dark Fantasy, Open World, Exploration, Classic, Great Soundtrack, Strategy, Indie, Crowdfunded	21597	88.0863082835579	8.2	36	107	NA	Obsidian Entertainment	Paradox Interactive
Call of Duty: WWII	476600	Action	World War II, FPS, Multiplayer, War, Zombies, Singleplayer, Action, Shooter, First-Person, Co-op, Violent, Historical, Gore, Story Rich, Horror, Psychological Horror, Massively Multiplayer, Female Protagonist, Open World, Heist	34560	66.021412037037	8.2	7	19	NA	Sledgehammer Games, Raven Software	Activision
Double Dragon Neon	252350	Action, Indie	Beat 'em up, Co-op, Great Soundtrack, Action, 1980s, Arcade, Retro, Side Scroller, Local Multiplayer, Indie, Online Co-Op, Remake, Local Co-Op, Classic, Fighting, 2D, Platformer, Controller, Funny	2347	77.3753728163613	8.1	4	12	NA	WayForward, Abstraction Games	Midnight City, Majesco Entertainment
RUNNING WITH RIFLES	270150	Action, Indie	Top-Down Shooter, Action, Artificial Intelligence, Tactical, Open World, Sandbox, Military, Wargame, Top-Down, Moddable, Loot, Singleplayer, Multiplayer, PvE, Co-op, Co-op Campaign, Online Co-Op, Shooter, RPG, Isometric	13884	88.180639585134	8.1	20	45	NA	Osumia Games	Osumia Games
Broken Sword 2 - the Smoking Mirror: Remastered	33600	Adventure	Adventure, Point & Click, Puzzle, Mystery, Retro, Singleplayer, 1990's, Drama, Funny, Comedy, Remake, Hidden Object, 2D, Atmospheric, Old School, Conspiracy, Detective, Cartoon, Cartoony, Hand-drawn	1013	89.8321816386969	8.1	7	8	X	Revolution Software Ltd	Revolution Software Ltd
Gods Will Be Watching	274290	Adventure, Indie	Indie, Pixel Graphics, Point & Click, Sci-fi, Adventure, Story Rich, Difficult, Dark, Choices Matter, Thriller, Singleplayer, Puzzle, Atmospheric, Survival, Strategy, Resource Management, 2D, Great Soundtrack, Gore, Horror	2727	70.957095709571	8.1	6	15	NA	Deconstructeam	Devolver Digital
